Prime name	Color of berry skin	Country or region of origin of the variety	variety_id	Species	VVS2_1	VVS2_2	VVMD5_1	VVMD5_2	VVMD7_1	VVMD7_2	VVMD25_1	VVMD25_2	VVMD27_1	VVMD27_2	VVMD28_1	VVMD28_2	VVMD32_1	VVMD32_2	VRZAG62_1	VRZAG62_2	VRZAG79_1	VRZAG79_2
RUFETE (NON IDENTIFIED)	NOIR	SPAIN	42311		139	151	230	240	239	239	255	269	180	190	244	258	252	256	186	186	251	261
MERENZAO (NON IDENTIFIED)	NOIR	SPAIN	42312	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	240	240	239	257	249	249	180	186	248	258	252	252	186	188	251	251
THRAPSATHIRI B		GREECE	42313	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	236	242	233	249			180	182	236	258	252	272				
PAULSEN 1103 (NON IDENTIFIED)			42319	VITIS INTERSPECIFIC CROSSING	141	141	266	266	239	239	235	237	210	216	234	250	237	237	190	190	249	255
FREDERICTON	NOIR	FRANCE	4232	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	230	238	239	247	255	255	180	182	244	264						
FIORENZA		ITALY	42320	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	149	228	234	243	249			180	195					186	204	255	257
LAMBRUSQUE ABBADIA H		FRANCE	42322	VITIS VINIFERA LINNÉ SUBSP. SYLVESTRIS GMELIN	151	155	230	234	239	263	239	255	190	192	236	264	240	256	194	194	251	251
NEBBIOLO (FALSE) 217	NOIR	ITALY	42325	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	234	234	247	247	239	241	190	195	258	268	240	272	194	196	251	251
FREDONIA	NOIR	UNITED STATES OF AMERICA	4233	VITIS INTERSPECIFIC CROSSING	125	125	238	238	235	235	243	243	184	186	226	244	272	272	202	202	247	259
ROSSOLA (FALSE)	NOIR	ITALY	42331	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	139	234	248	249	263	239	241	186	190	218	268	240	272	194	200	239	245
BOTTAGERA (FALSE)	NOIR	ITALY	42333	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	238	247	249	255	255	186	195	244	258	240	272	196	204	243	251
TOPAS FAUX	BLANC		42334	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	238	240	239	249	249	255	180	180	234	258	250	272				
RIPARIA X RUPESTRIS 2 (NON IDENTIFIED)			42337	VITIS INTERSPECIFIC CROSSING	133	161	266	268	251	263	251	255	206	218	234	242	235	237	190	202	255	257
CINEREA TYPE 2 (NON IDENTIFIED)		UNITED STATES OF AMERICA	42338	VITIS CINEREA ENGELMANN	147	147	220	220	231	231	255	255	192	198			244	246	188	192	253	257
CINEREA TYPE 3 (NON IDENTIFIED)		UNITED STATES OF AMERICA	42339	VITIS CINEREA ENGELMANN	131	143	240	240	231	231	267	267	188	200			258	258	178	194	255	263
COUDERC 554- 5 (NON IDENTIFIED)	NOIR	FRANCE	42343	VITIS INTERSPECIFIC CROSSING	133	137	268	268	249	255	237	237	186	208	230	250	237	237	188	202	247	255
DAVIDII GF1 (NON IDENTIFIED)			42344		129	143	242	250	237	241	237	261	182	186	230	242	223	248	188	194	255	259
TELEKI 5 A (NON IDENTIFIED)			42347	VITIS INTERSPECIFIC CROSSING	145	147	238	268	233	265	239	249	204	212	216	252	260	260	200	214	251	259
FREEDOM	NOIR	UNITED STATES OF AMERICA	4235	VITIS INTERSPECIFIC CROSSING	129	133	266	270	243	251	235	249	178	187	246	250	237	237	188	190	257	267
FREIBURG 8- 62	BLANC	GERMANY	4237	VITIS INTERSPECIFIC CROSSING	145	153	234	240	243	251	241	241	190	195	234	236	256	272	188	194	249	255
SEYVE VILLARD 14- 281 (NON IDENTIFIED)	ROSE	FRANCE	42373	VITIS INTERSPECIFIC CROSSING	133	145	228	228	239	255	237	241	187	187	244	258	272	272	180	188	257	259
CHARLI SAR			42374		137	151	242	242	249	253			184	195	244	244						
AYEDERE		TURKEY	42375	VITIS VINIFERA LINNÉ SUBSP. SYLVESTRIS GMELIN	133	135	232	236	235	235			180	190	244	246	250	250				
KARA KAYTAK		TURKMENISTAN	42376	VITIS VINIFERA LINNÉ SUBSP. SYLVESTRIS GMELIN	139	141	236	236	259	261	239	239	180	180	234	244	248	248				
IRONCLAD (NON IDENTIFIED)	NOIR	UNITED STATES OF AMERICA	42378	VITIS INTERSPECIFIC CROSSING	125	135	264	264	235	251	239	239	186	218	230	242	250	250	190	206	253	265
AMBER (NON IDENTIFIED)	BLANC	UNITED STATES OF AMERICA	42379	VITIS INTERSPECIFIC CROSSING	129	133	238	252	235	255	241	249	186	220	244	244	250	272	180	206	247	255
FREIBURG 50- 64	BLANC	GERMANY	4238	VITIS INTERSPECIFIC CROSSING	145	151	230	234	243	251	241	249	182	190	234	234	256	272	188	194	251	255
COUDERC 198- 21 (NON IDENTIFIED)	NOIR	FRANCE	42380	VITIS INTERSPECIFIC CROSSING	141	151			239	255	237	249	187	190			250	250	180	194	245	255
MALEGUE 57 (NON IDENTIFIED)	NOIR	FRANCE	42381	VITIS INTERSPECIFIC CROSSING	131	145	236	236	231	233	241	247	187	195	244	262	258	262	204	216	257	263
LUMINITSA (NON IDENTIFIED)	NOIR		42382	VITIS INTERSPECIFIC CROSSING	135	135	230	234	233	251	255	255	180	195	236	260	250	264	194	196	251	255
SEIBEL 25 (NON IDENTIFIED)	BLANC	FRANCE	42384	VITIS INTERSPECIFIC CROSSING	137	145	242	242	239	249	239	241	190	195	234	244	240	256	188	188	251	257
PLANT DU METAYER (NON IDENTIFIED)			42385	VITIS INTERSPECIFIC CROSSING	139	141	254	268	233	251	237	243	192	206	254	268	250	250	202	214	251	257
MILLARDET ET GRASSET 219 A (NON IDENTIFIED)	NOIR		42386	VITIS INTERSPECIFIC CROSSING	133	143	236	254	231	261	237	249	194	218	242	256	244	244	194	204	257	257
COUDERC 160- 19 (NON IDENTIFIED)	NOIR		42387	VITIS INTERSPECIFIC CROSSING	133	165	236	236	231	239	241	259	195	195	228	228	250	264	196	196	255	257
SEIBEL 85 (NON IDENTIFIED)	ROSE		42388	VITIS INTERSPECIFIC CROSSING	139	145	230	246	241	249	241	243	195	195	246	252	250	250	194	202	243	251
FREIBURG 52- 64	BLANC	GERMANY	4239	VITIS INTERSPECIFIC CROSSING	151	151	230	240	251	257	249	249	182	190	234	268	240	272	194	194	245	255
MOURISCO (NON IDENTIFIED)	BLANC	PORTUGAL	42399	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	230	242	243	249			186	195					192	202	251	257
FREIBURG 54- 64 R	NOIR	GERMANY	4240	VITIS INTERSPECIFIC CROSSING	137	151	230	240	243	251	249	249	190	190	234	236	256	272	188	194	245	245
MOURISCO DE SEMENTE (NON IDENTIFIED)	NOIR	PORTUGAL	42400	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	230	236	237	239			182	190					188	198	251	257
MALMESY	BLANC	UNITED STATES OF AMERICA	42402	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	228	242	243	249	241	255	180	182	234	258	252	256	188	202	243	247
UCD 030-44 M3V17	NOIR		42403		123	133	240	248	233	255	239	241	180	186	236	278	254	272	190	204	247	247
FREIBURG 63- 64	NOIR	GERMANY	4241	VITIS INTERSPECIFIC CROSSING	135	151	234	240	239	243	249	255	186	190	234	236	240	240	174	188	239	245
RKATSITELI VARDISPERI (NON IDENTIFIED)		GEORGIA	42413	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	149	234	242	247	249	241	267	182	190	236	236	272	272	186	190	259	261
ALA SHAANI (NON IDENTIFIED)		AZERBAIJAN	42415	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	236	240	235	249	245	255	195	195	236	258	250	256	194	200	257	257
TEBRIZI (NON IDENTIFIED)	BLANC	AZERBAIJAN	42416	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	236	240	239	245	239	239	190	195	258	258	272	272	188	202	243	259
KHINDOGNY (NON IDENTIFIED)	NOIR	AZERBAIJAN	42417	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	238	238	249	253	241	263	180	184	236	236	256	258	194	196	249	251
SAPERAVI ATENIS (NON IDENTIFED)	NOIR	GEORGIA	42419	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	145	242	242	247	253	241	267	180	186	248	268	250	262	200	204	243	247
BELDI CT2	BLANC	TUNISIA	42426		145	149	226	242	239	243			180	195					186	188	251	257
RECONSTRUCTED GENOTYPE 51 (GEORGIA)		GEORGIA	42428	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	143	236	242	253	253	255	267	176	180	234	236	250	262	200	200	237	249
VANATUR	ROUGE	ARMENIA	42429	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	234	242	243	243	249	255	180	195	244	244	250	258	188	196	247	249
GARNI 1	BLANC	ARMENIA	42430	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	240	248	247	247	249	255	180	180			256	272	188	188	247	247
ANDRANIK 4-4-6	BLANC	ARMENIA	42431	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	236	240	239	243	239	249	186	195	218	272	248	272	188	196	239	251
BNATSIN	ROSE	ARMENIA	42432	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	137	228	236	239	245	239	239	186	190	260	260	270	272	202	202	243	251
HORATAGH		ARMENIA	42433	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	133	236	242	245	253	239	245	182	190	240	244	258	272	200	202	247	259
TNDJRI		ARMENIA	42435	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	236	249	259	239	241	182	182			234	272	196	204	247	259
KOYUNOGLU		TURKEY	42437	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	230	248	249	253			184	184	244	258			188	188	247	249
LACRIMA (NON IDENTIFIED)	NOIR		42442		133	145	234	242	249	253	241	241	180	180	234	260	262	272	192	202	249	251
PALESTINA V OR VI	NOIR	FRANCE	42443	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	238	243	247	239	249	182	186	236	254	240	256	188	204	239	247
SULTANINE ROSE (NON IDENTIFIED)	ROSE	MOROCCO	42444	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	236	242	239	249	249	249	186	195	234	244	250	250	186	188	243	259
FREIBURG 423- 51	NOIR	GERMANY	4245	VITIS INTERSPECIFIC CROSSING	143	143	230	232	231	239	255	255	208	210	238	284	240	250	196	204	251	255
FREIBURG 455- 51		GERMANY	4246	VITIS INTERSPECIFIC CROSSING	131	133	232	238	231	247	241	251	190	210	260	268	240	256	204	204	251	259
FREIBURG 459- 51	NOIR	GERMANY	4247	VITIS INTERSPECIFIC CROSSING	137	143	230	230	231	243	239	255	186	210	218	284	240	240	174	188	239	251
FREIMINER	ROUGE	GERMANY	4248	VITIS INTERSPECIFIC CROSSING	145	151	228	234	237	257	241	249	190	195	234	238	240	272	180	194	251	261
AMIGNE	BLANC	SWITZERLAND	425	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	236	243	257	239	241	180	190	236	258	256	272	188	194	249	251
FREIBURG 946- 60	BLANC	GERMANY	4250	VITIS INTERSPECIFIC CROSSING	151	151	230	236	249	251	249	249	186	190	234	268	240	272	194	204	239	245
MERZLING	BLANC	GERMANY	4251	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	228	230	239	243	237	255	186	190	218	236	240	250	188	194	239	259
FREIBURG 392- 51	NOIR	GERMANY	4252	VITIS INTERSPECIFIC CROSSING	143	151	240	240	231	243	249	255	186	190	236	284	240	272	188	204	245	255
FREISA	NOIR	ITALY	4256	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	228	234	247	249	239	241	186	190	244	268	240	272	194	200	251	251
FREISAMER	BLANC	GERMANY	4257	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	153	228	230	239	247	239	241	186	190	236	236	272	272	194	204	239	251
AMINIA	NOIR	UNITED STATES OF AMERICA	426	VITIS INTERSPECIFIC CROSSING	135	155	234	240	235	247	241	241	186	188	230	244	256	272	192	202	247	259
FRUEHGIPFLER	BLANC	FRANCE	4269	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	234	238	247	257	241	241	182	190	236	244	252	264	188	194	251	259
FRUEHMUSKAT OBERLIN	BLANC	FRANCE	4270	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	240	233	243	241	255	182	186	236	268	272	272	188	196	239	259
FRUMOASA ALBE	BLANC	MOLDOVA	4272	VITIS INTERSPECIFIC CROSSING	149	151	240	240	239	249	249	249	180	184	236	258	252	272	188	188	247	255
FRY	BLANC	UNITED STATES OF AMERICA	4274	MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA	149	155			235	243			198	216					198	214		
FUBIANO	BLANC	ITALY	4275	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	153	228	228	249	253	241	241	180	180	228	244	272	272	200	204	237	251
FUELLA NERA	NOIR	ITALY	4281	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	240	242	239	243	241	255	182	190	244	244	252	256	186	188	247	259
FUERSTENTRAUBE	NOIR	GERMANY	4283	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	240	247	249	239	255	180	182	234	236	240	272	194	204	255	259
FUETTERER	BLANC	GERMANY	4284	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	234	236	249	257	249	255	182	190	228	234	250	272	194	204	243	245
FUJI MUSCAT	BLANC	UNITED STATES OF AMERICA	4286	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	149	230	240	243	249	241	249	180	195	244	258	264	272	186	188	247	257
FULGENS	ROUGE	ITALY	4287	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	238	240	233	247	239	255	180	186	244	248	272	272				
FUMAT	ROUGE	FRANCE	4289	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	236	243	249	241	241	180	195	258	258	256	262	188	188	257	261
FUMIN	NOIR	ITALY	4290	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	151	230	238	247	263	239	241	186	190	258	268	250	252	194	204	245	247
FURMINT	BLANC	HUNGARY	4292	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	153	228	242	239	249	239	241	180	195	228	248	264	272	188	204	237	249
FUSCA	NOIR	ITALY	4293	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	232	240	243	247	239	255	180	186	244	244	240	240				
GABASHA	NOIR	GEORGIA	4298	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	238	242	239	247	241	241	180	186	235	248	262	272	200	204	237	243
GABEKHOURA SHAVI	NOIR	GEORGIA	4299	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	151	234	242	233	241	239	255	176	186	236	248	254	262	194	204	253	257
GAERTNER	ROUGE	UNITED STATES OF AMERICA	4304	VITIS INTERSPECIFIC CROSSING	135	143	230	234	235	247	255	255	188	190	230	268	240	246	202	204	247	259
GAGLIARDO		ITALY	4305	VITIS INTERSPECIFIC CROSSING	137	143	228	238	249	261	237	237	182	208	234	242	252	252	190	196	259	263
GAGLIOPPO	NOIR	ITALY	4306	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	228	228	239	263	241	241	180	186	228	234	252	256	194	202	243	251
AMOKRANE	BLANC	ALGERIA	431	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	155	228	242	239	249	245	255	180	195	244	258	256	262	188	204	243	257
GAILLARD 2	NOIR	FRANCE	4310	VITIS INTERSPECIFIC CROSSING	125	137	266	266	255	261	243	243	182	188	242	244	250	256	180	202	247	249
GAILLARD 194	NOIR	FRANCE	4314	VITIS INTERSPECIFIC CROSSING	133	141	238	254	251	261	237	239	180	186	242	244	256	256	194	202	237	265
GALBENA URIASA	BLANC	ROMANIA	4322	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	135	228	242	239	249	239	255	180	182	234	260	252	256	196	204	239	251
GALEGO DOURADO	BLANC	PORTUGAL	4325	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	230	242	239	243	241	241	186	190	258	258	240	272	188	194	245	251
GALIBERT COULONDRE 114- 6	NOIR	FRANCE	4329	VITIS INTERSPECIFIC CROSSING	145	147	228	228	239	239	241	263	195	200	234	260	272	272	188	190	257	257
ENNOIR 1	NOIR	FRANCE	4330	VITIS INTERSPECIFIC CROSSING	135	143	228	234	237	251	255	255	190	195	236	260	250	272	180	194	245	261
GALIBERT COULONDRE 122- 31	BLANC	FRANCE	4333	VITIS INTERSPECIFIC CROSSING	135	143	234	246	239	251	255	255	182	182	234	238	250	256	188	194	245	255
GALIBERT COULONDRE 127- 10	NOIR	FRANCE	4335	VITIS INTERSPECIFIC CROSSING	133	135	238	246	251	251	241	249	190	195	236	260	256	256	194	194	245	261
GALIBERT COULONDRE 128- 8	BLANC	FRANCE	4338	VITIS INTERSPECIFIC CROSSING	135	143	234	238	251	251	255	255	190	195	236	238	240	256	194	194	245	261
GALIBERT COULONDRE 128- 11	NOIR	FRANCE	4339	VITIS INTERSPECIFIC CROSSING	133	135	234	238	239	251	241	255	182	195	234	238	250	256	188	194	245	255
GALIBERT COULONDRE 221- 32	BLANC	FRANCE	4341	VITIS INTERSPECIFIC CROSSING	133	143	228	234	243	251	249	255	182	182	228	236	256	262	188	194	255	259
GALIBERT COULONDRE 15- 2	BLANC	FRANCE	4342	VITIS INTERSPECIFIC CROSSING	133	143	230	238	251	251	249	255	180	190	234	268	256	264	194	204	247	261
GALIBERT COULONDRE 21- 2	NOIR	FRANCE	4343	VITIS INTERSPECIFIC CROSSING	133	147	228	234	243	243	243	249	182	186	234	260	258	262	188	188	243	259
COURNON	NOIR	FRANCE	4344	VITIS INTERSPECIFIC CROSSING	133	143	228	234	237	243	249	255	182	182	228	236	256	262	180	188	255	259
GALIBERT TREBLANC	BLANC	FRANCE	4350	VITIS INTERSPECIFIC CROSSING	143	145	234	242	237	243	241	255	190	195	234	244	240	250	180	188	257	261
GALICA CRNA	NOIR	DALMATIEN	4351	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	153	228	228	239	249	241	253	180	182	234	258	252	272	188	204	249	259
GALLERA DORADA	BLANC	SPAIN	4354	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	238	239	243	239	255	182	184	234	236	252	272	188	204	247	249
GAMAY BLANC GLORIOD	BLANC	FRANCE	4364	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	230	242	243	249	239	255	180	190	228	236	250	272	188	204	237	245
GAMAY NOIR	NOIR	FRANCE	4377	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	236	240	239	249	239	239	182	190	218	246	240	272	194	204	243	245
GAMAY PRECOCE NOIR	NOIR	FRANCE	4378	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	236	240	239	249	239	239	182	190	218	246	240	272	194	204	243	245
GAMAY TEINTURIER DE BOUZE	NOIR	FRANCE	4379	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	236	240	239	249	239	239	182	190	218	246	240	272	194	204	243	245
GAMAY TEINTURIER DE CHAUDENAY	NOIR	FRANCE	4380	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	236	240	239	249	239	239	182	190	218	246	240	272	194	204	243	245
GAMAY TEINTURIER FREAUX	NOIR	FRANCE	4382	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	236	240	239	249	239	239	182	190	218	246	240	272	194	204	243	245
GAMBA ROSSA	NOIR	ITALY	4385	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	234	239	253	239	255	180	190	258	258	272	272	186	200	239	245
GANSON	NOIR	FRANCE	4392	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	228	240	239	243	249	255	192	195	244	246	240	240	188	196	257	257
GANZIN 1	NOIR	FRANCE	4393	VITIS INTERSPECIFIC CROSSING	137	143	236	254	243	249	237	255	182	208	236	260	250	250	188	202	243	255
GANZIN 2		FRANCE	4394	VITIS INTERSPECIFIC CROSSING	133	137	236	254	243	249	237	241	195	208	250	260	250	250	196	202	255	257
GARAN DMAK	BLANC	ARMENIA	4398	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	143	236	238	247	249	239	241	180	182	278	280	264	266	190	194	239	251
GARGANEGA	BLANC	ITALY	4419	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	234	249	253	241	255	180	195	236	248	250	258	200	200	251	251
BRANCA DE ANADIA	BLANC	PORTUGAL	442	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	228	240	239	253			184	186					188	188	247	257
RUTILIA	BLANC	ARGENTINA	4432	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	236	236	239	243	249	255	182	195	228	244	250	250	188	188	243	259
GARGIULO 87746	ROSE	ARGENTINA	4437	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	230	238	239	253	241	249	180	180	218	258	250	272	188	188	255	255
GARGIULO 88086	BLANC	ARGENTINA	4439	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	151	230	236	239	249			182	195					188	204	247	257
PATRICIA INTA	BLANC	ARGENTINA	4440	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	230	236	249	253	241	249	180	195	258	268	256	272	188	204	255	257
GARGIULO 88435	BLANC	ARGENTINA	4441	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	238	238	249	251			186	195					186	200	251	257
GARGIULO 90393	ROSE	ARGENTINA	4443	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	238	240	243	249			186	195					186	188	257	257
CARINA	BLANC	ARGENTINA	4450	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	149	228	236	239	249	249	255	180	182	244	268	250	272	186	188	247	255
NOICA	ROSE	ARGENTINA	4451	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	230	236	249	253	241	249	180	182	234	268	272	272	188	204	247	255
ARGENTINA	ROSE	ARGENTINA	4452	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	230	236	249	249	239	249	180	182	218	268	256	272	204	204	247	255
GARNACHA BLANCA	BLANC	SPAIN	4457	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	145	228	242	239	243	241	255	195	195	244	244	240	250	188	188	257	257
GARNACHA PELUDA	NOIR	SPAIN	4460	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	145	228	242	239	243	241	255	195	195	244	244	240	250	188	188	257	257
GARNACHA TINTA	NOIR	SPAIN	4461	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	145	228	242	239	243	241	255	195	195	244	244	240	250	188	188	257	257
GAROFANA	NOIR	ITALY	4466	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	234	247	249	241	249	180	184	248	258	252	272	194	204	245	255
GARONNET	NOIR	FRANCE	4467	VITIS INTERSPECIFIC CROSSING	133	145	228	236	243	251	241	241	188	190	228	258	256	272	188	194	249	261
ANCELLOTTA	NOIR	ITALY	447	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	234	234	239	263	241	255	186	190	234	244	240	272	194	194	245	247
GARRIDO FINO	BLANC	SPAIN	4470	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	230	238	239	249	241	241	195	195	244	258	262	272	194	196	257	259
GARRIDO MACHO	BLANC	SPAIN	4471	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	238	238	249	249	241	241	182	195	234	244	256	272	194	204	247	259
GASCON	NOIR	FRANCE	4477	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	228	239	243	239	255	180	190	218	234	240	240	188	194	245	259
GATETA	NOIR	SPAIN	4480	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	242	242	239	249	241	255	182	184	244	258	240	252	188	188	247	247
GAVTENI	BLANC	ARMENIA	4483	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	236	242	239	239	239	249	190	195	218	244	250	272	188	188	255	257
GECHI KYRLEN	BLANC	SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)	4489	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	153	236	236	253	253	239	249	180	180	236	248	272	272				
ANCORAT	BLANC		449	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	236	239	257	249	255	180	186	218	246	240	272				
GEGIC	BLANC	CROATIA	4493	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	230	247	253	239	241	180	195	244	246	250	272	194	200	237	251
ACETO	BLANC	ITALY	45	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	234	248	239	239	241	249	182	195	248	258	240	256	194	196	249	259
GEILWEILERHOF B- 2- 11	BLANC	GERMANY	4503	VITIS INTERSPECIFIC CROSSING	133	155	230	230	239	249	239	241	186	218	218	244	272	272	194	202	237	257
GEILWEILERHOF B- 2- 11 (4N)	BLANC	GERMANY	4504	VITIS INTERSPECIFIC CROSSING	133	155	230	230	239	249	239	241	186	218	218	244	272	272	194	202	237	257
